home_team,away_team,home_team_code,away_team_code,home_score,away_score,home_penalty,away_penalty,home_score_total,away_score_total,winner,winner_reason,year,date,date_time,utc_offset_hours,group_name,matchday_name,condition_humidity,condition_pitch,condition_temperature,condition_weather,condition_wind_speed,status,type,round,round_mode,match_attendance,stadium_id,stadium_country_code,stadium_capacity,stadium_latitude,stadium_longitude,stadium_pitch_length,stadium_pitch_width,goals,penalties_missed,penalties,red_cards,game_referees,stadium_city,stadium_name,stadium_name_media,stadium_name_official,stadium_name_event,stadium_name_sponsor
Sweden,Yugoslavia,SWE,YUG,3.0,2.0,,,3.0,2.0,Sweden,WIN_REGULAR,1964,1963-09-18,,,,2,,,,,,FINISHED,SECOND_LEG,ROUND_OF_16,KNOCK_OUT,20285.0,53480,SWE,1541.0,55.5948906,12.9956894,105.0,65.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 21, 'second': 1}, 'international_name': 'Slaven Zambata', 'club_shirt_name': 'Zambata', 'country_code': 'SRB', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 30, 'second': 2}, 'international_name': 'Örjan Persson', 'club_shirt_name': 'Persson', 'country_code': 'SWE', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 60, 'second': 3}, 'international_name': 'Örjan Persson', 'club_shirt_name': 'Persson', 'country_code': 'SWE', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 64, 'second': 4}, 'international_name': 'Milan Galić', 'club_shirt_name': 'Galić', 'country_code': 'SRB', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 72, 'second': 5}, 'international_name': 'Harry Bild', 'club_shirt_name': 'Bild', 'country_code': 'SWE', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Malmö,Malmö Idrottsplats,Malmö Idrottsplats,Malmö Idrottsplats,Malmö Idrottsplats,Malmö Idrottsplats
Denmark,Albania,DEN,ALB,4.0,0.0,,,4.0,0.0,Denmark,WIN_REGULAR,1964,1963-06-29,,,,1,,,,,,FINISHED,FIRST_LEG,ROUND_OF_16,KNOCK_OUT,26640.0,63462,DEN,38052.0,55.7027611,12.572275,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 18, 'second': 1}, 'international_name': 'Jens Petersen', 'club_shirt_name': 'Petersen', 'country_code': 'DEN', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'PENALTY'}, {'phase': 'FIRST_HALF', 'time': {'minute': 25, 'second': 2}, 'international_name': 'Ole Madsen', 'club_shirt_name': 'Madsen', 'country_code': 'DEN', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 36, 'second': 3}, 'international_name': 'Eyvind Clausen', 'club_shirt_name': 'Clausen', 'country_code': 'DEN', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 49, 'second': 4}, 'international_name': 'Henning Enoksen', 'club_shirt_name': 'Enoksen', 'country_code': 'DEN', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Copenhagen,Parken,Parken,Parken,Parken Stadium,Parken
Yugoslavia,Sweden,YUG,SWE,0.0,0.0,,,0.0,0.0,,DRAW,1964,1963-06-19,,,,1,,,,,,FINISHED,FIRST_LEG,ROUND_OF_16,KNOCK_OUT,25098.0,62398,SRB,29662.0,44.7888528,20.4591,105.0,68.0,,,,,[],Belgrade,Stadion FK Partizan,Stadion FK Partizan,Stadion FK Partizan,Stadion FK Partizan,Stadion FK Partizan
Spain,Northern Ireland,ESP,NIR,1.0,1.0,,,1.0,1.0,,DRAW,1964,1963-05-30,,,,1,,,,,,FINISHED,FIRST_LEG,ROUND_OF_16,KNOCK_OUT,27960.0,57782,ESP,39713.0,43.2635083,-2.9484,105.0,68.0,"[{'phase': 'SECOND_HALF', 'time': {'minute': 60, 'second': 1}, 'international_name': 'Amancio Amaro', 'club_shirt_name': 'Amancio Amaro', 'country_code': 'ESP', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 76, 'second': 2}, 'international_name': 'William Irvine', 'club_shirt_name': 'Irvine', 'country_code': 'NIR', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Bilbao,San Mamés (old),San Mamés Stadium,San Mamés (old),San Mamés (old),San Mamés (old)
USSR,Hungary,URS,HUN,3.0,0.0,,,3.0,0.0,USSR,WIN_REGULAR,1968,1968-05-11,1968-05-11T16:30:00Z,3.0,,2,,,,,,FINISHED,SECOND_LEG,QUARTER_FINALS,KNOCK_OUT,91129.0,63818,RUS,81015.0,55.7157306,37.5536,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 22, 'second': 1}, 'international_name': 'Ernő Solymosi', 'club_shirt_name': 'Solymosi', 'country_code': 'HUN', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'OWN'}, {'phase': 'SECOND_HALF', 'time': {'minute': 59, 'second': 2}, 'international_name': 'Murtaz Khurtsilava', 'club_shirt_name': 'Khurtsilava', 'country_code': 'GEO', 'national_field_position': 'DEFENDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 73, 'second': 3}, 'international_name': 'Anatoli Byshovets', 'club_shirt_name': 'Byshovets', 'country_code': 'URS', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Moscow,Luzhniki Stadium,Luzhniki Stadium,Luzhniki Stadium,Luzhniki Stadium,Luzhniki Stadium
Spain,England,ESP,ENG,1.0,2.0,,,1.0,2.0,England,WIN_REGULAR,1968,1968-05-08,1968-05-08T19:30:00Z,1.0,,2,,,,,,FINISHED,SECOND_LEG,QUARTER_FINALS,KNOCK_OUT,66994.0,62401,ESP,76806.0,40.4530778,-3.6885194,105.0,68.0,"[{'phase': 'SECOND_HALF', 'time': {'minute': 47, 'second': 1}, 'international_name': 'Amancio Amaro', 'club_shirt_name': 'Amancio Amaro', 'country_code': 'ESP', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 54, 'second': 2}, 'international_name': 'Martin Peters', 'club_shirt_name': 'Peters', 'country_code': 'ENG', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 81, 'second': 3}, 'international_name': 'Norman Hunter', 'club_shirt_name': 'Hunter', 'country_code': 'ENG', 'national_field_position': 'DEFENDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Madrid,Estadio Santiago Bernabéu,Estadio Santiago Bernabéu,Estadio Santiago Bernabéu,Estadio Santiago Bernabéu,N/A
Hungary,USSR,HUN,URS,2.0,0.0,,,2.0,0.0,Hungary,WIN_REGULAR,1968,1968-05-04,1968-05-04T16:00:00Z,1.0,,1,,,,,,FINISHED,FIRST_LEG,QUARTER_FINALS,KNOCK_OUT,71556.0,62393,HUN,25311.0,47.5030972,19.0981889,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 21, 'second': 1}, 'international_name': 'János Farkas', 'club_shirt_name': 'Farkas', 'country_code': 'HUN', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 85, 'second': 2}, 'international_name': 'János Göröcs', 'club_shirt_name': 'Göröcs', 'country_code': 'HUN', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Budapest,Ferenc Puskás Stadion (demolished),Puskás Aréna,Ferenc Puskás Stadion (demolished),Ferenc Puskás Stadion,Népstadion
Yugoslavia,France,YUG,FRA,5.0,1.0,,,5.0,1.0,Yugoslavia,WIN_REGULAR,1968,1968-04-24,1968-04-24T15:30:00Z,1.0,,2,,,,,,FINISHED,SECOND_LEG,QUARTER_FINALS,KNOCK_OUT,47687.0,62398,SRB,29662.0,44.7888528,20.4591,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 2, 'second': 1}, 'international_name': 'Ilija Petković', 'club_shirt_name': 'Petković', 'country_code': 'SRB', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 13, 'second': 2}, 'international_name': 'Vahidin Musemić', 'club_shirt_name': 'Musemić', 'country_code': 'SRB', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 14, 'second': 3}, 'international_name': 'Dragan Džajić', 'club_shirt_name': '', 'country_code': 'SRB', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 32, 'second': 5}, 'international_name': 'Ilija Petković', 'club_shirt_name': 'Petković', 'country_code': 'SRB', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 33, 'second': 4}, 'international_name': 'Fleury Di Nallo', 'club_shirt_name': 'Di Nallo', 'country_code': 'FRA', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 79, 'second': 6}, 'international_name': 'Vahidin Musemić', 'club_shirt_name': 'Musemić', 'country_code': 'SRB', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Belgrade,Stadion FK Partizan,Stadion FK Partizan,Stadion FK Partizan,Stadion FK Partizan,Stadion FK Partizan
Italy,Bulgaria,ITA,BUL,2.0,0.0,,,2.0,0.0,Italy,WIN_REGULAR,1968,1968-04-20,1968-04-20T15:00:00Z,1.0,,2,,,,,,FINISHED,SECOND_LEG,QUARTER_FINALS,KNOCK_OUT,83830.0,62425,ITA,54726.0,40.8280889,14.1928694,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 14, 'second': 1}, 'international_name': 'Piero Prati', 'club_shirt_name': 'Prati', 'country_code': 'ITA', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 55, 'second': 2}, 'international_name': 'Angelo Domenghini', 'club_shirt_name': 'Domenghini', 'country_code': 'ITA', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Naples,Stadio Diego Armando Maradona,Stadio Diego Armando Maradona,Stadio Diego Armando Maradona,Stadio Diego Armando Maradona,Stadio Diego Armando Maradona
Bulgaria,Italy,BUL,ITA,3.0,2.0,,,3.0,2.0,Bulgaria,WIN_REGULAR,1968,1968-04-06,1968-04-06T15:00:00Z,2.0,,1,,,,,,FINISHED,FIRST_LEG,QUARTER_FINALS,KNOCK_OUT,57689.0,62091,BUL,43230.0,42.6876,23.335369,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 11, 'second': 1}, 'international_name': 'Nikola Kotkov', 'club_shirt_name': 'Kotkov', 'country_code': 'BUL', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'PENALTY'}, {'phase': 'SECOND_HALF', 'time': {'minute': 60, 'second': 2}, 'international_name': 'Dimitar Penev', 'club_shirt_name': '', 'country_code': 'BUL', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'OWN'}, {'phase': 'SECOND_HALF', 'time': {'minute': 66, 'second': 3}, 'international_name': 'Dinko Dermendzhiev', 'club_shirt_name': 'Dermendzhiev', 'country_code': 'BUL', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 73, 'second': 4}, 'international_name': 'Petar Zhekov', 'club_shirt_name': '', 'country_code': 'BUL', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 83, 'second': 5}, 'international_name': 'Piero Prati', 'club_shirt_name': 'Prati', 'country_code': 'ITA', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Sofia,Natsionalen Stadion Vasil Levski,Natsionalen Stadion Vasil Levski,Natsionalen Stadion Vasil Levski,Natsionalen Stadion Vasil Levski,Natsionalen Stadion Vasil Levski
France,Yugoslavia,FRA,YUG,1.0,1.0,,,1.0,1.0,,DRAW,1968,1968-04-06,1968-04-06T15:00:00Z,1.0,,1,,,,,,FINISHED,FIRST_LEG,QUARTER_FINALS,KNOCK_OUT,35456.0,62337,FRA,66534.0,43.26983,5.396,105.0,68.0,"[{'phase': 'SECOND_HALF', 'time': {'minute': 66, 'second': 1}, 'international_name': 'Vahidin Musemić', 'club_shirt_name': 'Musemić', 'country_code': 'SRB', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 78, 'second': 2}, 'international_name': 'Fleury Di Nallo', 'club_shirt_name': 'Di Nallo', 'country_code': 'FRA', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Marseille,Stade de Marseille,Stade de Marseille,Stade de Marseille,Stade de Marseille,Orange Vélodrome
England,Spain,ENG,ESP,1.0,0.0,,,1.0,0.0,England,WIN_REGULAR,1968,1968-04-03,1968-04-03T19:45:00Z,0.0,,1,,,,,,FINISHED,FIRST_LEG,QUARTER_FINALS,KNOCK_OUT,94586.0,53105,ENG,78311.0,51.5559,-0.2797722,105.0,69.0,"[{'phase': 'SECOND_HALF', 'time': {'minute': 84, 'second': 1}, 'international_name': 'Bobby Charlton', 'club_shirt_name': 'Charlton', 'country_code': 'ENG', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],London,Wembley (old),Wembley,Wembley (old),Wembley (old),Wembley (old)
Hungary,Romania,HUN,ROU,2.0,1.0,,,2.0,1.0,Hungary,WIN_REGULAR,1972,1972-05-17,1972-05-17T19:00:00Z,1.0,,1,,,,,,FINISHED,REPLAY,QUARTER_FINALS,KNOCK_OUT,32130.0,62398,SRB,29662.0,44.7888528,20.4591,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 27, 'second': 1}, 'international_name': 'Lajos Kocsis', 'club_shirt_name': 'Kocsis', 'country_code': 'HUN', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 34, 'second': 2}, 'international_name': 'Alexandru Neagu', 'club_shirt_name': 'Neagu', 'country_code': 'ROU', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 89, 'second': 3}, 'international_name': 'István Szőke', 'club_shirt_name': 'Szőke', 'country_code': 'HUN', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Belgrade,Stadion FK Partizan,Stadion FK Partizan,Stadion FK Partizan,Stadion FK Partizan,Stadion FK Partizan
Romania,Hungary,ROU,HUN,2.0,2.0,,,2.0,2.0,,DRAW,1972,1972-05-14,1972-05-14T15:00:00Z,2.0,,2,,,,,,FINISHED,SECOND_LEG,QUARTER_FINALS,KNOCK_OUT,60254.0,62396,ROU,0.0,44.437225,26.1524972,0.0,0.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 5, 'second': 1}, 'international_name': 'István Szőke', 'club_shirt_name': 'Szőke', 'country_code': 'HUN', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 14, 'second': 2}, 'international_name': 'Nicolae Dobrin', 'club_shirt_name': 'Dobrin', 'country_code': 'ROU', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 36, 'second': 3}, 'international_name': 'Lajos Kocsis', 'club_shirt_name': 'Kocsis', 'country_code': 'HUN', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 81, 'second': 4}, 'international_name': 'Alexandru Neagu', 'club_shirt_name': 'Neagu', 'country_code': 'ROU', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Bucharest,23 August,23 August,23 August,23 August,23 August
Belgium,Italy,BEL,ITA,2.0,1.0,,,2.0,1.0,Belgium,WIN_REGULAR,1972,1972-05-13,1972-05-13T19:00:00Z,1.0,,2,,,,,,FINISHED,SECOND_LEG,QUARTER_FINALS,KNOCK_OUT,26561.0,63395,BEL,20144.0,50.8342306,4.298375,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 23, 'second': 1}, 'international_name': 'Wilfried Van Moer', 'club_shirt_name': 'Van Moer', 'country_code': 'BEL', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 71, 'second': 2}, 'international_name': 'Paul Van Himst', 'club_shirt_name': 'Van Himst', 'country_code': 'BEL', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 86, 'second': 3}, 'international_name': 'Luigi Riva', 'club_shirt_name': 'Riva', 'country_code': 'ITA', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'PENALTY'}]",,,,[],Brussels,RSC Anderlecht Stadium,Constant Vanden Stock Stadium,RSC Anderlecht Stadium,Anderlecht Stadium,Lotto Park
West Germany,England,FRG,ENG,0.0,0.0,,,0.0,0.0,,DRAW,1972,1972-05-13,1972-05-13T15:00:00Z,1.0,,2,,,,,,FINISHED,SECOND_LEG,QUARTER_FINALS,KNOCK_OUT,76122.0,53100,GER,19708.0,52.5430694,13.4052472,109.0,71.0,,,,,[],Berlin,Friedrich-Ludwig-Jahn-Sportpark,Friedrich-Ludwig-Jahn-Sportpark,Friedrich-Ludwig-Jahn-Sportpark,Friedrich-Ludwig-Jahn-Sportpark,Friedrich-Ludwig-Jahn-Sportpark
USSR,Yugoslavia,URS,YUG,3.0,0.0,,,3.0,0.0,USSR,WIN_REGULAR,1972,1972-05-13,1972-05-13T14:00:00Z,3.0,,2,,,,,,FINISHED,SECOND_LEG,QUARTER_FINALS,KNOCK_OUT,90263.0,63818,RUS,81015.0,55.7157306,37.5536,105.0,68.0,"[{'phase': 'SECOND_HALF', 'time': {'minute': 53, 'second': 1}, 'international_name': 'Viktor Kolotov', 'club_shirt_name': 'Kolotov', 'country_code': 'URS', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 74, 'second': 2}, 'international_name': 'Anatoli Banishevski', 'club_shirt_name': 'Banishevski', 'country_code': 'URS', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 90, 'second': 3}, 'international_name': 'Eduard Kozynkevych', 'club_shirt_name': 'Kozynkevich', 'country_code': 'URS', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Moscow,Luzhniki Stadium,Luzhniki Stadium,Luzhniki Stadium,Luzhniki Stadium,Luzhniki Stadium
Yugoslavia,USSR,YUG,URS,0.0,0.0,,,0.0,0.0,,DRAW,1972,1972-04-30,1972-04-30T15:00:00Z,1.0,,1,,,,,,FINISHED,FIRST_LEG,QUARTER_FINALS,KNOCK_OUT,58312.0,53479,SRB,49450.0,44.7832028,20.4649167,105.0,68.0,,,,,[],Belgrade,Stadion Rajko Mitić,Stadion Rajko Mitic,Stadion Rajko Mitić,Stadion Rajko Mitić,Stadion Rajko Mitić
England,West Germany,ENG,FRG,1.0,3.0,,,1.0,3.0,West Germany,WIN_REGULAR,1972,1972-04-29,1972-04-29T19:45:00Z,0.0,,1,,,,,,FINISHED,FIRST_LEG,QUARTER_FINALS,KNOCK_OUT,96766.0,53105,ENG,78311.0,51.5559,-0.2797722,105.0,69.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 27, 'second': 1}, 'international_name': 'Uli Hoeness', 'club_shirt_name': 'Hoeness', 'country_code': 'GER', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 78, 'second': 2}, 'international_name': 'Francis Lee', 'club_shirt_name': 'Lee', 'country_code': 'ENG', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 84, 'second': 3}, 'international_name': 'Günter Netzer', 'club_shirt_name': 'Netzer', 'country_code': 'GER', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'PENALTY'}, {'phase': 'SECOND_HALF', 'time': {'minute': 88, 'second': 4}, 'international_name': 'Gerd Müller', 'club_shirt_name': 'Müller', 'country_code': 'GER', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],London,Wembley (old),Wembley,Wembley (old),Wembley (old),Wembley (old)
Hungary,Romania,HUN,ROU,1.0,1.0,,,1.0,1.0,,DRAW,1972,1972-04-29,1972-04-29T16:00:00Z,1.0,,1,,,,,,FINISHED,FIRST_LEG,QUARTER_FINALS,KNOCK_OUT,68446.0,62393,HUN,25311.0,47.5030972,19.0981889,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 11, 'second': 1}, 'international_name': 'László Branikovits', 'club_shirt_name': 'Branikovits', 'country_code': 'HUN', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 56, 'second': 2}, 'international_name': 'Lajos Sătmăreanu', 'club_shirt_name': 'Sătmăreanu I', 'country_code': 'ROU', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Budapest,Ferenc Puskás Stadion (demolished),Puskás Aréna,Ferenc Puskás Stadion (demolished),Ferenc Puskás Stadion,Népstadion
Italy,Belgium,ITA,BEL,0.0,0.0,,,0.0,0.0,,DRAW,1972,1972-04-29,1972-04-29T14:30:00Z,1.0,,1,,,,,,FINISHED,FIRST_LEG,QUARTER_FINALS,KNOCK_OUT,58211.0,57771,ITA,75710.0,45.4797849,9.1246561,105.0,68.0,,,,,[],Milan,Stadio San Siro,Stadio San Siro,Stadio San Siro,Stadio San Siro,Stadio San Siro
Belgium,Netherlands,BEL,NED,1.0,2.0,,,1.0,2.0,Netherlands,WIN_REGULAR,1976,1976-05-22,1976-05-22T19:00:00Z,1.0,,2,,,,,,FINISHED,SECOND_LEG,QUARTER_FINALS,KNOCK_OUT,19050.0,62073,BEL,48693.0,50.8957583,4.3339472,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 27, 'second': 1}, 'international_name': 'Roger van Gool', 'club_shirt_name': 'Van Gool', 'country_code': 'BEL', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 62, 'second': 2}, 'international_name': 'Johnny Rep', 'club_shirt_name': 'Rep', 'country_code': 'NED', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 78, 'second': 3}, 'international_name': 'Johan Cruyff', 'club_shirt_name': 'Cruyff', 'country_code': 'NED', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Brussels,King Baudouin Stadium,King Baudouin Stadium,King Baudouin Stadium,King Baudouin Stadium,King Baudouin Stadium
USSR,Czechoslovakia,URS,TCH,2.0,2.0,,,2.0,2.0,,DRAW,1976,1976-05-22,1976-05-22T17:00:00Z,2.0,,2,,,,,,FINISHED,SECOND_LEG,QUARTER_FINALS,KNOCK_OUT,76495.0,250001449,UKR,68000.0,50.433439,30.522114,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 45, 'second': 1}, 'international_name': 'Jozef Móder', 'club_shirt_name': 'Móder', 'country_code': 'TCH', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 53, 'second': 2}, 'international_name': 'Leonid Buryak', 'club_shirt_name': 'Buryak', 'country_code': 'UKR', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 82, 'second': 3}, 'international_name': 'Jozef Móder', 'club_shirt_name': 'Móder', 'country_code': 'TCH', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 87, 'second': 4}, 'international_name': 'Oleh Blokhin', 'club_shirt_name': '', 'country_code': 'UKR', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Kyiv,NSC Olimpiyskiy,NSC Olimpiyskiy,NSC Olimpiyskiy,NSC Olimpiyskiy,NSC Olimpiyskiy
West Germany,Spain,FRG,ESP,2.0,0.0,,,2.0,0.0,West Germany,WIN_REGULAR,1976,1976-05-22,1976-05-22T15:00:00Z,1.0,,2,,,,,,FINISHED,SECOND_LEG,QUARTER_FINALS,KNOCK_OUT,75294.0,52848,GER,60252.0,48.173125,11.5466,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 17, 'second': 1}, 'international_name': 'Uli Hoeness', 'club_shirt_name': 'Hoeness', 'country_code': 'GER', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 43, 'second': 2}, 'international_name': 'Klaus Toppmöller', 'club_shirt_name': 'Toppmöller', 'country_code': 'GER', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Munich,Olympiastadion,Olympiastadion,Olympiastadion,Olympiastadion,Olympiastadion
Wales,Yugoslavia,WAL,YUG,1.0,1.0,,,1.0,1.0,,DRAW,1976,1976-05-22,1976-05-22T15:00:00Z,0.0,,2,,,,,,FINISHED,SECOND_LEG,QUARTER_FINALS,KNOCK_OUT,30346.0,62410,WAL,12891.0,51.474725,-3.200025,101.0,69.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 19, 'second': 1}, 'international_name': 'Josip Katalinski', 'club_shirt_name': 'Katalinski', 'country_code': 'SRB', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 38, 'second': 2}, 'international_name': 'Ian Evans', 'club_shirt_name': 'Evans', 'country_code': 'IRL', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Cardiff,Ninian Park,Ninian Park,Ninian Park,Ninian Park,Ninian Park
