home_team,away_team,home_team_code,away_team_code,home_score,away_score,home_penalty,away_penalty,home_score_total,away_score_total,winner,winner_reason,year,date,date_time,utc_offset_hours,group_name,matchday_name,condition_humidity,condition_pitch,condition_temperature,condition_weather,condition_wind_speed,status,type,round,round_mode,match_attendance,stadium_id,stadium_country_code,stadium_capacity,stadium_latitude,stadium_longitude,stadium_pitch_length,stadium_pitch_width,goals,penalties_missed,penalties,red_cards,game_referees,stadium_city,stadium_name,stadium_name_media,stadium_name_official,stadium_name_event,stadium_name_sponsor
France,Greece,FRA,GRE,7.0,1.0,,,7.0,1.0,France,WIN_REGULAR,1960,1958-10-01,,,,1,,,,,,FINISHED,FIRST_LEG,ROUND_OF_16,KNOCK_OUT,37590.0,57779,FRA,47926.0,48.8414333,2.2530333,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 23, 'second': 1}, 'international_name': 'Raymond Kopa', 'club_shirt_name': 'Kopa', 'country_code': 'FRA', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 25, 'second': 2}, 'international_name': 'Just Fontaine', 'club_shirt_name': 'Fontaine', 'country_code': 'FRA', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 29, 'second': 3}, 'international_name': 'Thadée Cisowski', 'club_shirt_name': 'Cisowski', 'country_code': 'FRA', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 48, 'second': 4}, 'international_name': 'Ilias Ifandis', 'club_shirt_name': 'Ifandis', 'country_code': 'GRE', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 61, 'second': 5}, 'international_name': 'Jean Vincent', 'club_shirt_name': 'Vincent', 'country_code': 'FRA', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 68, 'second': 6}, 'international_name': 'Thadée Cisowski', 'club_shirt_name': 'Cisowski', 'country_code': 'FRA', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 85, 'second': 7}, 'international_name': 'Just Fontaine', 'club_shirt_name': 'Fontaine', 'country_code': 'FRA', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 87, 'second': 8}, 'international_name': 'Jean Vincent', 'club_shirt_name': 'Vincent', 'country_code': 'FRA', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Paris,Parc des Princes,Parc des Princes,Parc des Princes,Parc des Princes,Parc des Princes
USSR,Sweden,URS,SWE,3.0,1.0,,,3.0,1.0,USSR,WIN_REGULAR,1964,1964-05-27,1964-05-27T16:00:00Z,3.0,,2,,,,,,FINISHED,SECOND_LEG,QUARTER_FINALS,KNOCK_OUT,99609.0,63818,RUS,81015.0,55.7157306,37.5536,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 32, 'second': 1}, 'international_name': 'Viktor Ponedelnik', 'club_shirt_name': 'Ponedelnik', 'country_code': 'URS', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 56, 'second': 2}, 'international_name': 'Viktor Ponedelnik', 'club_shirt_name': 'Ponedelnik', 'country_code': 'URS', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 78, 'second': 3}, 'international_name': 'Kurt Hamrin', 'club_shirt_name': 'Hamrin', 'country_code': 'SWE', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 83, 'second': 4}, 'international_name': 'Valeri Voronin', 'club_shirt_name': 'Voronin', 'country_code': 'URS', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Moscow,Luzhniki Stadium,Luzhniki Stadium,Luzhniki Stadium,Luzhniki Stadium,Luzhniki Stadium
Hungary,France,HUN,FRA,2.0,1.0,,,2.0,1.0,Hungary,WIN_REGULAR,1964,1964-05-23,1964-05-23T16:30:00Z,1.0,,2,,,,,,FINISHED,SECOND_LEG,QUARTER_FINALS,KNOCK_OUT,70120.0,62393,HUN,25311.0,47.5030972,19.0981889,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 2, 'second': 1}, 'international_name': 'Nestor Combin', 'club_shirt_name': 'Combin', 'country_code': 'FRA', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 24, 'second': 2}, 'international_name': 'Ferenc Sipos', 'club_shirt_name': 'Sipos', 'country_code': 'HUN', 'national_field_position': 'DEFENDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 55, 'second': 3}, 'international_name': 'Ferenc Bene', 'club_shirt_name': 'Bene', 'country_code': 'HUN', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Budapest,Ferenc Puskás Stadion (demolished),Puskás Aréna,Ferenc Puskás Stadion (demolished),Ferenc Puskás Stadion,Népstadion
France,Hungary,FRA,HUN,1.0,3.0,,,1.0,3.0,Hungary,WIN_REGULAR,1964,1964-04-25,1964-04-25T14:00:00Z,1.0,,1,,,,,,FINISHED,FIRST_LEG,QUARTER_FINALS,KNOCK_OUT,35274.0,62403,FRA,0.0,48.8867556,2.4580444,,,"[{'phase': 'FIRST_HALF', 'time': {'minute': 15, 'second': 1}, 'international_name': 'Flórián Albert', 'club_shirt_name': 'Albert', 'country_code': 'HUN', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 16, 'second': 2}, 'international_name': 'Lajos Tichy', 'club_shirt_name': 'Tichy', 'country_code': 'HUN', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 70, 'second': 3}, 'international_name': 'Lajos Tichy', 'club_shirt_name': 'Tichy', 'country_code': 'HUN', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 73, 'second': 4}, 'international_name': 'Lucien Cossou', 'club_shirt_name': 'Cossou', 'country_code': 'FRA', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Paris,Olympique,Olympique,Olympique,Olympique,Olympique
Italy,USSR,ITA,URS,1.0,1.0,,,1.0,1.0,,DRAW,1964,1963-11-10,1963-11-10T13:30:00Z,1.0,,2,,,,,,FINISHED,SECOND_LEG,ROUND_OF_16,KNOCK_OUT,69567.0,57775,ITA,69689.0,41.9339222,12.4546833,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 33, 'second': 1}, 'international_name': 'Gennadi Gusarov', 'club_shirt_name': 'Gusarov', 'country_code': 'URS', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 89, 'second': 2}, 'international_name': 'Gianni Rivera', 'club_shirt_name': 'Rivera', 'country_code': 'ITA', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Rome,Stadio Olimpico,Stadio Olimpico,Stadio Olimpico,Olimpico in Rome,Stadio Olimpico
Hungary,German Dem. Rep.,HUN,GDR,3.0,3.0,,,3.0,3.0,,DRAW,1964,1963-11-03,1963-11-03T13:00:00Z,1.0,,2,,,,,,FINISHED,SECOND_LEG,ROUND_OF_16,KNOCK_OUT,35382.0,62393,HUN,25311.0,47.5030972,19.0981889,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 7, 'second': 1}, 'international_name': 'Ferenc Bene', 'club_shirt_name': 'Bene', 'country_code': 'HUN', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 12, 'second': 2}, 'international_name': 'Werner Heine', 'club_shirt_name': 'Heine', 'country_code': 'GDR', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 17, 'second': 3}, 'international_name': 'Károly Sándor', 'club_shirt_name': 'Sándor', 'country_code': 'HUN', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 26, 'second': 4}, 'international_name': 'Roland Ducke', 'club_shirt_name': 'Ducke', 'country_code': 'GDR', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 51, 'second': 5}, 'international_name': 'Ernő Solymosi', 'club_shirt_name': 'Solymosi', 'country_code': 'HUN', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'PENALTY'}, {'phase': 'SECOND_HALF', 'time': {'minute': 81, 'second': 6}, 'international_name': 'Dieter Erler', 'club_shirt_name': 'Erler', 'country_code': 'GDR', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Budapest,Ferenc Puskás Stadion (demolished),Puskás Aréna,Ferenc Puskás Stadion (demolished),Ferenc Puskás Stadion,Népstadion
Luxembourg,Netherlands,LUX,NED,2.0,1.0,,,2.0,1.0,Luxembourg,WIN_REGULAR,1964,1963-10-30,1963-10-30T19:15:00Z,1.0,,2,,,,,,FINISHED,SECOND_LEG,ROUND_OF_16,KNOCK_OUT,42385.0,52851,NED,48100.0,51.8939056,4.5232,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 20, 'second': 1}, 'international_name': 'Camille Dimmer', 'club_shirt_name': 'Dimmer', 'country_code': 'LUX', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 35, 'second': 2}, 'international_name': 'Pieter Kruiver', 'club_shirt_name': 'Kruiver', 'country_code': 'NED', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 67, 'second': 3}, 'international_name': 'Camille Dimmer', 'club_shirt_name': 'Dimmer', 'country_code': 'LUX', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Rotterdam,Stadion Feijenoord 'De Kuip',Stadion Feijenoord,Stadion Feijenoord 'De Kuip',Stadion Feijenoord,Stadion Feijenoord 'De Kuip'
German Dem. Rep.,Hungary,GDR,HUN,1.0,2.0,,,1.0,2.0,Hungary,WIN_REGULAR,1964,1963-10-19,1963-10-19T13:30:00Z,1.0,,1,,,,,,FINISHED,FIRST_LEG,ROUND_OF_16,KNOCK_OUT,33383.0,62399,GER,0.0,52.5437306,13.4052528,,,"[{'phase': 'FIRST_HALF', 'time': {'minute': 18, 'second': 1}, 'international_name': 'Ferenc Bene', 'club_shirt_name': 'Bene', 'country_code': 'HUN', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 51, 'second': 2}, 'international_name': 'Jürgen Nöldner', 'club_shirt_name': 'Nöldner', 'country_code': 'GDR', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 88, 'second': 3}, 'international_name': 'Gyula Rákosi', 'club_shirt_name': 'Rákosi', 'country_code': 'HUN', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Berlin,Walter-Ulbricht,Walter-Ulbricht,Walter-Ulbricht,Walter-Ulbricht,Walter-Ulbricht
USSR,Italy,URS,ITA,2.0,0.0,,,2.0,0.0,USSR,WIN_REGULAR,1964,1963-10-13,1963-10-13T16:00:00Z,3.0,,1,,,,,,FINISHED,FIRST_LEG,ROUND_OF_16,KNOCK_OUT,102358.0,63818,RUS,81015.0,55.7157306,37.5536,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 22, 'second': 1}, 'international_name': 'Viktor Ponedelnik', 'club_shirt_name': 'Ponedelnik', 'country_code': 'URS', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 42, 'second': 2}, 'international_name': 'Igor Chislenko', 'club_shirt_name': 'Chislenko', 'country_code': 'URS', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Moscow,Luzhniki Stadium,Luzhniki Stadium,Luzhniki Stadium,Luzhniki Stadium,Luzhniki Stadium
Netherlands,Luxembourg,NED,LUX,1.0,1.0,,,1.0,1.0,,DRAW,1964,1963-09-11,1963-09-11T19:00:00Z,1.0,,1,,,,,,FINISHED,FIRST_LEG,ROUND_OF_16,KNOCK_OUT,36523.0,52855,NED,0.0,52.3434139,4.8541833,,,"[{'phase': 'FIRST_HALF', 'time': {'minute': 5, 'second': 1}, 'international_name': 'Klaas Nuninga', 'club_shirt_name': 'Nuninga', 'country_code': 'NED', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 33, 'second': 2}, 'international_name': 'Paul May', 'club_shirt_name': 'May', 'country_code': 'LUX', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Amsterdam,Olympisch,Olympisch,Olympisch,Olympisch,Olympisch
Sweden,USSR,SWE,URS,1.0,1.0,,,1.0,1.0,,DRAW,1964,1964-05-13,,,,1,,,,,,FINISHED,FIRST_LEG,QUARTER_FINALS,KNOCK_OUT,36937.0,57672,SWE,35572.0,59.3627111,17.9962972,105.0,68.0,"[{'phase': 'SECOND_HALF', 'time': {'minute': 62, 'second': 1}, 'international_name': 'Valentin Ivanov', 'club_shirt_name': 'Ivanov', 'country_code': 'URS', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 88, 'second': 2}, 'international_name': 'Kurt Hamrin', 'club_shirt_name': 'Hamrin', 'country_code': 'SWE', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Solna,Råsunda,Råsundastadion,Råsunda,Råsunda,Råsunda
Republic of Ireland,Spain,IRL,ESP,0.0,2.0,,,0.0,2.0,Spain,WIN_REGULAR,1964,1964-04-08,,,,2,,,,,,FINISHED,SECOND_LEG,QUARTER_FINALS,KNOCK_OUT,38027.0,62217,IRL,2740.0,53.3618944,-6.2750083,101.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 25, 'second': 1}, 'international_name': 'Pedro Zaballa', 'club_shirt_name': 'Zaballa', 'country_code': 'ESP', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 88, 'second': 2}, 'international_name': 'Pedro Zaballa', 'club_shirt_name': 'Zaballa', 'country_code': 'ESP', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Dublin,Dalymount Park,Dalymount Park,Dalymount Park,Dalymount Park,Dalymount Park
Spain,Republic of Ireland,ESP,IRL,5.0,1.0,,,5.0,1.0,Spain,WIN_REGULAR,1964,1964-03-11,,,,1,,,,,,FINISHED,FIRST_LEG,QUARTER_FINALS,KNOCK_OUT,27137.0,62415,ESP,43883.0,37.3841056,-5.9705667,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 12, 'second': 1}, 'international_name': 'Amancio Amaro', 'club_shirt_name': 'Amancio Amaro', 'country_code': 'ESP', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 15, 'second': 2}, 'international_name': 'Josep Maria Fusté', 'club_shirt_name': 'Fusté', 'country_code': 'ESP', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 22, 'second': 3}, 'international_name': 'Andy McEvoy', 'club_shirt_name': 'McEvoy', 'country_code': 'IRL', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 29, 'second': 4}, 'international_name': 'Amancio Amaro', 'club_shirt_name': 'Amancio Amaro', 'country_code': 'ESP', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 33, 'second': 5}, 'international_name': 'Marcelino Martínez', 'club_shirt_name': 'Marcelino Martínez', 'country_code': 'ESP', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 89, 'second': 6}, 'international_name': 'Marcelino Martínez', 'club_shirt_name': 'Marcelino Martínez', 'country_code': 'ESP', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Seville,Estadio Ramón Sánchez-Pizjuán,Estadio Ramón Sánchez-Pizjuán,Estadio Ramón Sánchez-Pizjuán,Estadio Ramón Sánchez-Pizjuán,Estadio Ramón Sánchez-Pizjuán
Denmark,Luxembourg,DEN,LUX,1.0,0.0,,,1.0,0.0,Denmark,WIN_REGULAR,1964,1963-12-18,,,,1,,,,,,FINISHED,REPLAY,QUARTER_FINALS,KNOCK_OUT,5700.0,52855,NED,0.0,52.3434139,4.8541833,,,"[{'phase': 'FIRST_HALF', 'time': {'minute': 41, 'second': 1}, 'international_name': 'Ole Madsen', 'club_shirt_name': 'Madsen', 'country_code': 'DEN', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Amsterdam,Olympisch,Olympisch,Olympisch,Olympisch,Olympisch
Denmark,Luxembourg,DEN,LUX,2.0,2.0,,,2.0,2.0,,DRAW,1964,1963-12-10,,,,2,,,,,,FINISHED,SECOND_LEG,QUARTER_FINALS,KNOCK_OUT,36294.0,63462,DEN,38052.0,55.7027611,12.572275,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 13, 'second': 1}, 'international_name': 'Johnny Leonard', 'club_shirt_name': 'Leonard', 'country_code': 'LUX', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 16, 'second': 2}, 'international_name': 'Ole Madsen', 'club_shirt_name': 'Madsen', 'country_code': 'DEN', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 70, 'second': 3}, 'international_name': 'Ole Madsen', 'club_shirt_name': 'Madsen', 'country_code': 'DEN', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 84, 'second': 4}, 'international_name': 'Adolphe Schmit', 'club_shirt_name': 'Schmit', 'country_code': 'LUX', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Copenhagen,Parken,Parken,Parken,Parken Stadium,Parken
Luxembourg,Denmark,LUX,DEN,3.0,3.0,,,3.0,3.0,,DRAW,1964,1963-12-04,,,,1,,,,,,FINISHED,FIRST_LEG,QUARTER_FINALS,KNOCK_OUT,6921.0,53488,LUX,8022.0,49.615625,6.1096722,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 1, 'second': 1}, 'international_name': 'Louis Pilot', 'club_shirt_name': 'Pilot', 'country_code': 'LUX', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 9, 'second': 2}, 'international_name': 'Ole Madsen', 'club_shirt_name': 'Madsen', 'country_code': 'DEN', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 23, 'second': 3}, 'international_name': 'Henri Klein', 'club_shirt_name': 'Klein', 'country_code': 'LUX', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 31, 'second': 4}, 'international_name': 'Ole Madsen', 'club_shirt_name': 'Madsen', 'country_code': 'DEN', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 46, 'second': 5}, 'international_name': 'Ole Madsen', 'club_shirt_name': 'Madsen', 'country_code': 'DEN', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 51, 'second': 6}, 'international_name': 'Henri Klein', 'club_shirt_name': 'Klein', 'country_code': 'LUX', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Luxembourg,Stade Josy Barthel,Stade Josy Barthel,Stade Josy Barthel,Stade Josy Barthel,Stade Josy Barthel
Albania,Denmark,ALB,DEN,1.0,0.0,,,1.0,0.0,Albania,WIN_REGULAR,1964,1963-10-30,,,,2,,,,,,FINISHED,SECOND_LEG,ROUND_OF_16,KNOCK_OUT,27765.0,63266,ALB,16147.0,41.3184028,19.8239528,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 3, 'second': 1}, 'international_name': 'Panajot Pano', 'club_shirt_name': 'Pano', 'country_code': 'ALB', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Tirana,Qemal Stafa Stadium,Stadiumi Kombëtar Qemal Stafa,Qemal Stafa Stadium,Qemal Stafa Stadium,Qemal Stafa Stadium
Northern Ireland,Spain,NIR,ESP,0.0,1.0,,,0.0,1.0,Spain,WIN_REGULAR,1964,1963-10-30,,,,2,,,,,,FINISHED,SECOND_LEG,ROUND_OF_16,KNOCK_OUT,45809.0,62414,NIR,18434.0,54.5826278,-5.9551778,105.0,68.0,"[{'phase': 'SECOND_HALF', 'time': {'minute': 66, 'second': 1}, 'international_name': 'Francisco Gento', 'club_shirt_name': 'Gento', 'country_code': 'ESP', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Belfast,Windsor Park,Windsor Park,Windsor Park,Windsor Park,National Football Stadium at Windsor Park
France,Bulgaria,FRA,BUL,3.0,1.0,,,3.0,1.0,France,WIN_REGULAR,1964,1963-10-26,,,,2,,,,,,FINISHED,SECOND_LEG,ROUND_OF_16,KNOCK_OUT,32233.0,57779,FRA,47926.0,48.8414333,2.2530333,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 44, 'second': 1}, 'international_name': 'Yvon Goujon', 'club_shirt_name': 'Goujon', 'country_code': 'FRA', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 75, 'second': 2}, 'international_name': 'Dimitar Yakimov', 'club_shirt_name': '', 'country_code': 'BUL', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 78, 'second': 3}, 'international_name': 'Robert Herbin', 'club_shirt_name': 'Herbin', 'country_code': 'FRA', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 81, 'second': 4}, 'international_name': 'Yvon Goujon', 'club_shirt_name': 'Goujon', 'country_code': 'FRA', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Paris,Parc des Princes,Parc des Princes,Parc des Princes,Parc des Princes,Parc des Princes
Republic of Ireland,Austria,IRL,AUT,3.0,2.0,,,3.0,2.0,Republic of Ireland,WIN_REGULAR,1964,1963-10-13,,,,2,,,,,,FINISHED,SECOND_LEG,ROUND_OF_16,KNOCK_OUT,39963.0,62217,IRL,2740.0,53.3618944,-6.2750083,101.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 38, 'second': 1}, 'international_name': 'Walter Koleznik', 'club_shirt_name': 'Koleznik', 'country_code': 'AUT', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 45, 'second': 2}, 'international_name': 'Noel Cantwell', 'club_shirt_name': 'Cantwell', 'country_code': 'IRL', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 66, 'second': 3}, 'international_name': 'Amby Fogarty', 'club_shirt_name': 'Fogarty', 'country_code': 'IRL', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 85, 'second': 4}, 'international_name': 'Rudolf Flögel', 'club_shirt_name': 'Flögel', 'country_code': 'AUT', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 89, 'second': 5}, 'international_name': 'Noel Cantwell', 'club_shirt_name': 'Cantwell', 'country_code': 'IRL', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'PENALTY'}]",,,,[],Dublin,Dalymount Park,Dalymount Park,Dalymount Park,Dalymount Park,Dalymount Park
Bulgaria,France,BUL,FRA,1.0,0.0,,,1.0,0.0,Bulgaria,WIN_REGULAR,1964,1963-09-29,,,,1,,,,,,FINISHED,FIRST_LEG,ROUND_OF_16,KNOCK_OUT,25947.0,62091,BUL,43230.0,42.6876,23.335369,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 24, 'second': 1}, 'international_name': 'Todor Diev', 'club_shirt_name': 'Diev', 'country_code': 'BUL', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Sofia,Natsionalen Stadion Vasil Levski,Natsionalen Stadion Vasil Levski,Natsionalen Stadion Vasil Levski,Natsionalen Stadion Vasil Levski,Natsionalen Stadion Vasil Levski
Austria,Republic of Ireland,AUT,IRL,0.0,0.0,,,0.0,0.0,,DRAW,1964,1963-09-25,,,,1,,,,,,FINISHED,FIRST_LEG,ROUND_OF_16,KNOCK_OUT,26741.0,62085,AUT,49898.0,48.2071889,16.4205083,105.0,68.0,,,,,[],Vienna,Ernst-Happel-Stadion,Ernst-Happel-Stadion,Ernst-Happel-Stadion,Ernst-Happel-Stadion,Ernst-Happel-Stadion
